notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
6/17/2019,Plant Layoff,"Home Health Services of WJCS, Inc.","845 North Broadway White Plains, NY 10603",(914) 761-0600 Ext,Personal care aides and certified home health care aides,73,685,"Separations are expected to commence during the 14-day period starting on September 23, 2019.",Reduction in home health aide services.,The employees are not represented by a union.,Plant Layoff
6/1/2019,Plant Closing,"M. Slavin & Sons, Ltd.","800 Food Center Drive, Unit 66  Bronx, NY 10474",(718) 732-4800 Ext,Wholesale distribution fresh fish,48,48,6/1/2019,Economic,United Seafood Workers Smoked Fish & Cannery Union Local 359 of Greater New York & Vicinity,Plant Closin
April,Plant Layoff,"Goldman, Sachs & Co. LLC","200 West Street  New York, NY 10282",(212) 357-2191,Global investment banking,16,9352,"Separations will occur from the end of business on July 31, 2019 through October 29, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
6/13/2019,Plant Unit Closing,WNY Logistics LLC,"Warehouse 1587 Haskell Road  Olean, NY 14760",(603) 903-5148,"Warehouse - Frozen, parishable, and non-parishable foods",134,214,Separations will occur during the 14-day period starting on 9/29/2019.,"Warehousing duties will be shifted to DuBois, PA.",The employees are not represented by a union.,Plant Unit Closing
6/12/2019,Plant Closing,Hillside Children's Center (Hillside Family of Agencies),"Varick Residential Treatment Campus 4887 State Route 96A  Romulus, NY 14541",(585) 654-1391,Provider of care for youth and families with a wide range of emotional and behavioral challenges.,244,244,9/10/2019,Recognized national and statewide trends impacting the field of child-and-family services and the number of beds in residential treatment facilities.,The employees are not represented by a union.,Plant Closing
6/13/2019,Plant Closing,"Amsterdam Printing & Litho, Inc. (Web Graphics)","428 Corinth Road  Queensbury, NY 12804",(518) 954-2826,Graphic Design Services,88,88,"Separations will occur the first day of the 14-day period on or about September 13, 2019.",Economic,The employees are not represented by a union.,Plant Closing
6/6/2019,Plant Layoff,AllianceBernstein L.P. (Phase 5),"1345 Sixth Avenue  New York, NY 10105",(212) 969-6169,Providing investment management and research services,24,1461,"Layoffs will occur in phases on September 9, 2019 and February 28, 2020.","Relocation of Corporate Headquarters to Nashville, Tennessee",The employees are not represented by a union.,Plant Layoff
6/11/2019,Plant Closing,"WestRock CP, LLC","28 Park Drive  Amsterdam, NY 12010",(612) 845-4705,American corrugated packaging company.,57,57,"Separations from employment are beginning on September 10, 2019, with all separations anticipated within a fourteen (14) day period following this date.",Economic,"Amalgamated Lithographers of America, Local 259",Plant Closing
6/11/2019,Plant Closing,"John Hassall, LLC.","609 Cantiague Rock Road  Westbury, NY 11590",(516) 334-6200,Manufacturing custom designed metal parts & fasteners,39,39,"The layoffs are scheduled beginning on November 30, 2019.",Economic,The employees are not represented by a union.,Plant Closing
6/3/2019,Plant Closing,"Dry Cycle Brands, LLC dba FlyCleaners","4700 Northern Blvd.  Long Island City, NY 11101",(646) 727-0819,"Pickup, delivery, dry cleaning, and laundry services.",116,116,"Separations will occur during the during the 14-day period starting on July 5, 2019.",Economic,The employees are not represented by a union.,Plant Closing
6/3/2019,Plant Closing,Transform SR LLC (Full Line Store Unit 01733),"Rte 87 (NY St) & Cross Ct Pkwy  Yonkers, NY 10704",(847) 286-1427,Retail Store,170,170,"Employment separations at the store are expected to begin on or about September 1, 2019.",Economic,The employees are not represented by a union.,Plant Closing
6/5/2019,Plant Closing,"Lucky Strike Entertainment, LLC"," One Crossgates Mall Road   Albany, NY 12203",(818) 933-3759,"Large  entertainment center with bowling, a game room, live music & a modern  American gastropub.",65,65,6/28/2019,Economic,The employees are not represented by a union.,Plant Closing
6/5/2019,Plant Closing,"Steiner Sports Memorabilia, Inc."," 145 Huguenot Street  New Rochelle, NY 10801",(914) 307-1085,Autographed  sports collectibles from the greatest teams and the best athletes in sports.,65,65,"Separation will occur during the 14-day  period commencing on August 29, 2019 or no later than October 29, 2019.",Economic,The employees are not represented by a union.,Plant Closing
5/31/2019,Plant Closing,"Imperial Distributors, Inc. (at Stop and Shop stores in New York State)","3106 Farrington Street  Flushing, NY 11354",(508) 713-6557,Merchandising products in Grocery Stores,42,42,8/31/2019,"These are Imperial Distributors, Inc. Sales Service Representatives/Merchandisers working in Stop and Shop stores. The stores are not closing but rather Imperial’s contract to service in these stores is ending.",The employees are not represented by a union.,Plant Closing
6/3/2019,Plant Closing,Briad Restaurant Group LLC d/b/a Fridays,"Staten Island Mall 280 Marsh Ave Staten Island, NY 10314",(973) 255-6187,Restaurant,38,38,9/8/2019,Economic,The employees are not represented by a union.,Plant Closing
5/31/2019,Plant Unit Closing,Newsday LLC,"235 Pinelawn Road  Melville, NY 11747",(631) 843-2654,Newspaper print and distribution,16,794,"This Phase 10 employee separation is expected to occur during the 14-day period starting on August 31, 2019.",Economic,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters",Plant Unit Closing
2/28/2019,Plant Closing,Kuni's Corporation d/b/a Ikinari Steak,"96 8th Avenue  New York, NY 10011",(646) 692-9301,Restaurant,5,5,"5/31/2019; 
Separations and closures are postponed until June 30, 2019 at 368 W 46th Street and 295 Madison Avenue, New York, NY.",Economic,The employees are not represented by a union.,Plant Closing
5/28/2019,Plant Layoff,Courtroom Television Network LLC ( WarnerMedia),"One Time Warner Center  New York, NY 10019",(818) 559-7979,Media services,48,-----,"Separations will begin on August 27, 2019 or the 14-day period commencing on that date.",Economic,The employees are not represented by a union.,Plant Layoff
4/8/2019,Plant Closing,"Crystal Run Health Plan, LLC","109 Rykowski Lane  Middletown, NY 10941",(845) 703-6106,Health Plans,7,32,"Employee separations are expected to commence during the 14-day period starting on July 8, 2019. 
The separation dates of two employees have been extended to August 31, 2019.",Economic,The employees are not represented by a union.,Plant Closing
5/24/2019,Possible Plant Closing,Arcadia Group (USA) Limited at Topshop and Topman Stores –  SoHo Store," 478 Broadway  New York, NY 10013",-----,British  multinational men & woman fashion retailer,172,172,6/19/2019,Economic,The employees are not represented by a union.,Possible Plant Closing
5/20/2019,Plant Layoff,Eastman Kodak Company (Kodak Office) Remote Workers,"343 State Street  Rochester, NY 14650",(585) 724-6615,Photographic equipment and Supplies,2,-----,8/17/2019,Economic,The employees are not represented by a union.,Plant Layoff
5/21/2019,Plant Closing,"Chelsea Park, LLC dba The Park","118 Tenth Avenue  New York, NY 10011",(646) 616-5632,Restaurant,129,129,8/25/2019,Economic,The employees are not represented by a union.,Plant Closing
5/21/2019,Plant Closing,"DBX, Inc., a subsidiary of The Dress Barn, Inc. and Ascena Retail Group, Inc","33 West 19th Street  New York, NY 10011",(551) 777- 6936,Clothing Store,30,30,"Separations will occur on August 23, 2019 or during the 14-day period commencing on that date.",Economic,The employees are not represented by a union.,Plant Closing
5/21/2019,Plant Unit Closing,"Geritrex, LLC","40 Commercial Avenue  Middletown, NY 10941",(914) 668-4003 Ext,Pharmaceutical preparations,56,76,"Employee separations will begin on August 18, 2019.",Company will be shifting to a virtual manufacturing model.,The employees are not represented by a union.,Plant Unit Closing
7/13/2018,Plant Closing,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)","560 Fifth Avenue, 3rd Floor New York, NY 10036",(212) 560-1658,Restaurants,82,82,"8/23/2019, or during the seven day period thereafter",Expiration of lease,The employees are not represented by a union.,Plant Closing
2/26/2019,Possible Plant Layoff,Empire State Mines,"408 Sylvia Lake Rd  Gouverneur, NY 13642",(315) 535-3223,Underground zinc mine,87,87,"Separations are expected to occur as soon as May 28, 2019. The planned layoff is expected to be temporary at this time, and the entire plant is not expected to be closed. 
The company is rescinding its Layoff Notice and the planned layoff described it its 2/26/2019 Layoff Notice will not occur.",Restructuring of Operations,The employees are not represented by a union.,Possible Plant Layoff
April,Plant Layoff,"Goldman, Sachs & Co. LLC","200 West Street  New York, NY 10282",(212) 357-2191,Global investment banking,81,9352,"Separations will occur from the end of business on June 27, 2019 through August 29, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
5/13/2019,Plant Layoff,Quin Central Park Hotel,"101 W 57th St.  New York, NY 10019",(646) 589-6550,Hotel services,18,104,9/1/2019,Curtailing housekeeping operations due to renovation of its rooms,"New York Hotel and Motel Trades Council, AFL-CIO",Plant Layoff
5/14/2019,Plant Closing,"Candle Cafe West, LLC","2427 Broadway  New York, NY 10024",(212) 537-7179,Vegan/Organic Restaurant,42,42,4/22/2019,Gas shut off due to faulty connections in the building,The employees are not represented by a union.,Plant Closing
4/30/2019,Plant Closing,Ingersoll Rand,"3101 Broadway  Cheektowaga, NY 14227",(716) 796-6747,"Engine, Turbine and Power Transmission Manufacturing",228,228,"The closing will take place in phases over the course of several months, beginning on May 10, 2019 and concluding on or about July 1, 2020.",Economic,"International Association of Machinists & Aerospace Workers, District 65, Local #330",Plant Closing
5/6/2019,Plant Layoff,Eastman Kodak Company (Kodak Office) Remote Worker,"343 State Street  Rochester, NY 14650",(585) 724-6615,Photographic equipment and Supplies,1,-----,8/3/2019,Economic,The employees are not represented by a union.,Plant Layoff
3/4/2019,Possible Plant Closing,General Dynamics Information Technology,"9th Street Middle, Building 990  Fort Drum, NY 13602",(860) 705-9723,IT service management,51,51,Possible layoffs will be extended from 5/31/2019 to 7/31/2019.,Possible Expiration of Warfighter Focus Contract,The employees are not represented by a union.,Possible Plant Closing
3/29/2019,Plant Closing,"Sodexo, Inc. (at Ithaca College)","1101 Terrace Dining Hall  Ithaca, NY 14850",(607) 274-5197,Food Service Contractors,110,110,"Separations for all frontline employees will occur on or about May 31, 2019. Management separations will occur on or about June 28, 2019.",Loss of contract,The employees are not represented by a union.,Plant Closing
2/5/2019,Plant Unit Closing,Concentrix CVG Corporation (Formerly Convergys Corporation),"146 Arsenal Street  Watertown, NY 13601",(513) 592-6050,Inbound Call Center,117,540,"The closure is planned to begin on May 10, 2019 with an anticipated schedule of separations to occur on May 24, 2019, June 14, 2019 and the final closure on June 30, 2019. 
The anticipated schedule for May 24, 2019 and June 14, 2019 has been extended to June 30, 2019 and could impact up to 12 employees.",Loss of Contract,The employees are not represented by a union.,Plant Unit Closing
5/1/2019,Plant Closing,"American Precision Industries, Inc.","45 Hazelwood Drive  Amherst, NY 14228",(630) 694-3339,Transmission Company,79,79,"The first separation of employees is August 2, 2019 through August 16, 2019. It is anticipated that additional employees will be separated from employment during the 14- day periods of September 2, 2019 through September 16, 2019 and October 4, 2019 through October 18, 2019.",Economic,"International United Automobile, Aerospace and Agricultural Implement Workers of America (UAW) Local Union No. 1416",Plant Unit Closing
12/17/2018,Plant Closing,Celmatix Inc. (Operations Office),"14 Wall Street  New York, NY 10005",(917) 371-2506,Biotechnology company,48,48,"Employment terminations are expected to take place on February 1, 2019 or within the 2-week period beginning February 1, 2019. 
Company has obtained sufficient funding to allow it to continue operations and that the Company is now rescinding its prior notices issued in accordance with the New York Worker Adjustment and Retraining Notification Act.",Economic,The employees are not represented by a union.,Plant Closing
12/17/2018,Plant Closing,Celmatix Inc. (Operations Office),"14 Wall Street  New York, NY 10005",(917) 371-2506,Biotechnology company,42,42,"The remaining employment terminations have been postponed from March 4, 2019 or within the 2-week period beginning March 4, 2019 to May 1, 2019. 
Company has obtained sufficient funding to allow it to continue operations and that the Company is now rescinding its prior notices issued in accordance with the New York Worker Adjustment and Retraining Notification Act.",Economic,The employees are not represented by a union.,Plant Closing
12/17/2018,Plant Closing,Celmatix Inc. (Operations Office),"14 Wall Street  New York, NY 10005",(917) 371-2506,Biotechnology company,66,66,"Employment terminations are expected to begin on February 1, 2019 or within the 2-week period beginning February 1, 2019 (8). The remaining employment terminations will occur on March 4, 2019 or within the 2-week period beginning March 4, 2019. 
Company has obtained sufficient funding to allow it to continue operations and that the Company is now rescinding its prior notices issued in accordance with the New York Worker Adjustment and Retraining Notification Act.",Economic,The employees are not represented by a union.,Plant Closing
5/1/2019,Plant Closing,"HN Precision, DBA Nationwide Precision Products","200 Tech Park Drive  Rochester, NY 14623",(224) 419-6038,Machining manufacturer,50,50,"Layoffs will begin on August 1, 2019.",Economic,The employees are not represented by a union.,Plant Closing
5/1/2019,Plant Unit Closing,Frontier Communications Corp.,"(Technical Support Organization) 122S Jefferson Rd. Rochester, NY 14623",(585) 777-5559,Wired Telecommunications Carriers,286,-----,"The layoffs will occur July 31, 2019, or the 14-day period commencing on that date.",Economic,The employees are not represented by a union.,Plant Unit Closing
4/26/2019,Plant Layoff,Quin Central Park Hotel,"101 W 57th St,  New York, NY 10019",(646) 589-6550,Hotel services,10,105,8/1/2019,Curtailing housekeeping operations due to renovation of its rooms,"New York Hotel and Motel Trades Council, AFL-CIO",Plant Layoff
4/29/2019,Plant Closing,NYSARC Inc.- Suffolk Inc. (AHRC Suffolk) at Shoreham ICF facility,"283 Route 25A  Shoreham, NY 11786",(631) 585-0100 Ext,Non-profit organization dedicated to applying professional and financial resources toward improving the lives of people.,285,285,"Separations will occur during the 14-day period commencing on July 13, 2019.",Transferring operations of its Shoreham ICF facility to Citizens Option Unlimited.,The employees are not represented by a union.,Plant Closing
4/8/2019,Plant Closing,The College of New Rochelle,"Main Campus 29 Castle Place  New Rochelle, NY 10805",(914) 654-5996,College,857,857,7/8/2019,Economic,International Brotherhood of Teamsters Local 445,Plant Closing
4/23/2019,Plant Layoff,Eastman Kodak Company (Kodak Office),"343 State Street  Rochester, NY 14650",(585) 724-6615,Photographic equipment and Supplies,1,-----,7/21/2019,Economic,The employee is not represented by a union.,Plant Layoff
4/12/2019,Plant Closing,"Sodexo, Inc. (at Westchester Medical Center)","100 Woods Road  Valhalla, NY 10595",(908) 463-8788,Perform ES/Custodial Services,263,263,9/29/2019,Loss of contract,SEIU United Healthcare Workers East,Plant Closing
4/19/2019,Plant Closing,Anvil NY LLC dba Benchmarc Restaurants by Marc Murphy,"179 West Broadway  New York, NY 10013",(917) 975-3162,Restaurant,6,133,"Separations for employees employed at the 10 Columbus Circle, 3d Floor, Restaurant Space No. 2, New York, NY 10019 location will be permanently terminated during the 14-day period commencing on July 22, 2019, and all employees employed at the 179 West Broadway, New York, NY 10013 location will be permanently terminated during the 14-day period commencing on August 21, 2019.",Economic,The employees are not represented by a union.,Plant Closing
4/19/2019,Plant Closing,"Applebee's (TLC Central, LLC)","Woodbury Common  448 Evergreen Court  Central Valley, NY 10917",(716) 634-7700,Restaurant,55,55,7/16/2019,Economic,The employees are not represented by a union.,Plant Closing
4/11/2019,Possible Plant Closing,"EZ Mailing Services, Inc.","147-34 176th Street  Jamaica, NY 11434",(908) 527-6995 Ext. 122,Mailing Services,92,92,4/19/2019,The company is in the process of attempting to sell the business.,The employees are not represented by a union.,Possible Plant Closing
4/17/2019,Plant Closing,"Association for Metroarea Autistic Children, Inc.","25 West 17th Street  New York, NY 10011",(212) 645-5005 Ext,School for children with autism and special needs,77,77,6/26/2019,Economic,The employees are not represented by a union.,Plant Closing
4/18/2019,Plant Unit Closing,100 Resilient Cities (a sponsored project of Rockefeller Philanthropy Advisors),"420 Fifth Avenue  New York, NY 10018",(212) 812-4317,The Rockefeller Foundation launched 100 Resilient Cities to help cities around the world become more resilient to the challenges of the 21st century.,49,49,7/31/2019,Funding ceased.,The employees are not represented by a union.,Plant Unit Closing
4/15/2019,Plant Closing,ClickSpark LLC,"530 Summit Point Drive  Henrietta, NY 14467",(443) 278-8596,Internet marketing service,6,6,7/15/2019,Economic,The employees are not represented by a union.,Plant Closing
4/15/2019,Plant Closing,CallVista LLC,"530 Summit Point Drive  Henrietta, NY 14467",(443) 278-8596,Call center,75,75,7/15/2019,Economic,The employees are not represented by a union.,Plant Closing
4/15/2019,Plant Closing,"Aramark Educational Services, LLC (at Barnard College & Java City)","607 W. 116th Street  New York, NY 10027",(302) 287-6749,"Provides food service, facilities and uniform services to hospitals, universities, school districts, stadiums and other businesses.",61,61,6/30/2019,Loss of contract,Transport Workers Union Local 264,Plant Closing
4/16/2019,Plant Closing,Concentrix CVG Corporation (formerly Convergys Corporation),"146 Arsenal Street  Watertown, NY 13601",(513) 592-6050,Inbound Call Center,244,396,"The closure is planned to begin reducing employees on July 19, 2019 with final closure on July 26, 2019.",Loss of Contract,The employees are not represented by a union.,Plant Closing
4/10/2019,Plant Layoff,Eastman Kodak Company (Kodak Research Labs),"1999 Lake Avenue  Rochester, NY 14650",(585) 724-6615,Photographic equipment and Supplies,3,-----,7/8/2019,Economic,The employees are not represented by a union.,Plant Layoff
2/19/2019,Plant Layoff,"Goldman, Sachs & Co. LLC","200 West Street  New York, NY 10282",(212) 357-2191,Global investment banking,98,9323,Separations will occur from 5/29/2019 to 9/28/2019.,Economic,The employees are not represented by a union.,Plant Layoff
4/8/2019,Plant Closing,"Crystal Run Health Plan, LLC","109 Rykowski Lane  Middletown, NY 10941",(845) 703-6106,Health Plans,7,32,"Employee separations are expected to commence during the 14-day period starting on July 8, 2019.",Economic,The employees are not represented by a union.,Plant Closing
4/9/2019,Possible Plant Closing,"Sizmek Technologies, Inc.","401 Park Avenue, South, 5th Floor  New York, NY 10016",(212) 402-8766,Advertising Agency,135,91,Forty-four (44) separations occurred between 3/19/2019 and 4/9/2019.,Economic,The employees are not represented by a union.,Possible Plant Closing
4/1/2019,Possible Plant Closing,Transit Management of Dutchess County,"14 Commerce Street  Poughkeepsie, NY 12603",(845) 473-8665,Dutchess County Public Transit bus system operator,95,95,6/30/2019,Possible loss of contract with Dutchess County,Teamsters Local 445,Possible Plant Closing
4/5/2019,Plant Layoff,AllianceBernstein L.P. (Phase 4),"1345 Sixth Avenue  New York, NY 10105",(212) 969-6169,Providing investment management and research services,30,1499,7/8/2019,"Relocation of Corporate Headquarters to Nashville, Tennessee",The employees are not represented by a union.,Plant Layoff
3/29/2019,Plant Layoff,Banfi Products Corporation,"1111 Cedar Swamp Road  Glen Head, NY 11545",(516) 686-2579,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,1,96,One employee separation will occur on 6/26/2019 or within 14 days thereafter.,Economic,The employee is not represented by a union.,Plant Layoff
4/5/2019,Plant Layoff,Banfi Products Corporation,"1111 Cedar Swamp Road  Glen Head, NY 11545",(516) 686-2579,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,1,96,One employee separation will occur on 7/3/2019 or within 14 days thereafter.,Economic,The employee is not represented by a union.,Plant Layoff
3/21/2019,Plant Closing,ShipBob. Inc.,"87 34th Street  Brooklyn, NY 11230",(844) 474-4726,Affordable fulfillment center with many fulfillment warehouses,54,54,"Separations will occur on or before May 31, 2019, when the lease for the facility expires.",Relocating to a new facility in Pennsylvania,The employees are not represented by a union.,Plant Closing
4/3/2019,Plant Closing,JCPenney Store #2756,"9 Smith Haven Mall  Lake Grove, NY 11755",(201) 321-3322,Retail,98,98,"Separations will occur between July 6, 2019 and July 20, 2019.",Economic,The employees are not represented by a union.,Plant Closing
4/1/2019,Plant Closing,"Sodexo, Inc. (at Mohawk Valley Community College)","1101 Sherman Dr. Utica, NY 13501-5308",(860) 546-6547,Food Service Contractor,49,49,"Separations for all frontline employees will occur on or about June 30, 2019. Management separations will occur on or about July 28, 2019.",Loss of contract,The employees are not represented by a union.,Plant Closing
4/2/2019,Plant Closing,"Irving Plaza (venue operated by Live Nation Worldwide, Inc.)","17 Irving Place  New York, NY 10003",(832) 359-8607,Ballroom-style music venue,63,63,"As of July 8, 2019, operations at this location will be temporarily shut down and active employment at that location will cease until on or about April 2020.",Renovations,The employees are not represented by a union.,Plant Closing
3/29/2019,Plant Closing,"Aramark Educational Services, LLC (at New York University)","60 Washington Square South  New York, NY 10012",(619) 777-3596,"Provides food service, facilities and uniform services to hospitals, universities, school districts, stadiums and other businesses around the world",57,461,6/30/2019,Loss of contract,The employees are not represented by a union.,Plant Closing
3/29/2019,Plant Closing,"Sodexo, Inc. (at Ithaca College)","1101 Terrace Dining Hall  Ithaca, NY 14850",(607) 274-5197,Food Service Contractors,110,110,6/7/2019,Loss of contract,The employees are not represented by a union.,Plant Closing
3/29/2019,Plant Layoff,"Web.com Group, Inc.","330 W. 34th Street, 16th Floor  New York, NY 10001",(904) 680-6600,Provides a range of Internet services to small businesses,9,13,"Separations are expected to occur on or within 14 days of June 1, 2019 and July 1, 2019.",Ecomonic,The employees are not represented by a union.,Plant Layoff
4/1/2019,Plant Closing,Tiegerman Middle School,"70-24 47th Avenue  Woodside, NY 11377",(516) 609-6245,School,35,35,7/1/2019,"Relocating to Glen Cove, New York in July 2019",The employees are not represented by a union.,Plant Closing
3/28/2019,Plant Layoff,Barclays Services Corp.," (Chief Operating Office and Functions teams)  745 Seventh Avenue   New York, NY 10019",(212) 526-5862,School,35,35,7/1/2019,"Relocating to Glen Cove, New York in July 2019",The employees are not represented by a union.,Plant Layoff
3/26/2019,Plant Closing,PVH - Tommy Hilfiger,"681 Fifth Avenue  New York, NY 10022",(908) 698-5318,Retail,76,78,"Of the two affected employees who work at 285 Madison Avenue, one is expected to separate on April 30, 2019 and one is expected to separate on June 25, 2019. The remainder of affected employees are expected to separate on March 25 or March 26, 2019.",Economic,The employees are not represented by a union.,Plant Closing
3/25/2019,Plant Closing,"POP Displays USA, LLC","555 Tuckahoe Road Yonkers, NY 10710",(914) 771-4200,Provides manufactured point of purchase displays for retail and consumer goods companies.,388,388,"Beginning on June 30, 2019 and continuing each day through July 13, 2019","Relocating business to East Point, Georgia and Rye Brook, NY",Amalgamated Production & Service Employees Union Local 22,Plant Closing
3/13/2019,Plant Closing,Ulano Corporation,"110 Third Avenue  Brooklyn, NY 11217",(718) 237-4700,Produces photo-sensitive products for the screen printing industry,45,45,"The site will begin a phased cessation of operations beginning on or about July 1, 2019 and continuing for up to 36 months. Separations will commence on or about July 1, 2019.",Consolidation of Operations,"Amalgamated, Production and Service Employees Union, Local 22 (Affiliated with International Union of Allied, Novelty and Production Workers, AFL-CIO)",Plant Closing
3/14/2019,Temporary Plant Unit Closing,"Art Food, LLC dba The Cafes at MoMa, an affiliate of Union Square Hospitality Group, LLC (at the Museum of Modern Art) (Terrace 5)","11 West 53rd Street  New York, NY 10019",(646) 237-5039,Restaurants,121,-----,"The Company anticipates that it will conduct all layoffs on June 15, 2019 and anticipates that operations will resume sometime in October 2019.",Renovations,The employees are not represented by a union.,Temporary Plant Unit Closing
3/13/2019,Plant Closing,Instacart (at Whole Foods Market),"240 Bedford  Avenue  Brooklyn, NY 11249",(650) 549-7334,Food Services/Delivery,43,43,5/11/2019,Economic,The employees are not represented by a union.,Plant Closing
3/29/2019,Plant Layoff,Shop Vac Corporation d/b/a Felchar Manufacturing Corporation,"(Building One)  191 Corporate Drive  Binghamton, NY 13904",(570) 321-7202,"Manufacturing facility, manufacturing wet/dry vacuums",144,Currently,"The expected date of the first separation of employees is July 1, 2019 but depending on circumstances could be delayed until as late as August 31, 2019.",Economic,The employees are not represented by a union.,Plant Layoff
3/14/2019,Temporary  Plant Unit Closing,"Art Food, LLC dba The Cafes  at MoMa, an affiliate of Union Square Hospitality Group, LLC (at the Museum of  Modern Art) (Terrace 5)"," 11 West 53rd Street   New York, NY 10019",(646) 237-5039,Restaurants,114,-----,"The Company anticipates that it will conduct all layoffs on June 15,  2019 and anticipates that operations will resume sometime in October 2019.",Renovations,The employees are not represented by a union.,Temporary  Plant Unit Closing
3/14/2019,Plant Layoff,Banfi Products Corporation,"1111 Cedar Swamp Road  Glen Head, NY 11545",(516) 686-2579,Wine and Distilled Alcoholic Beverage Merchant Wholesalers and Advertising Agency,11,97,6/11/2019,Economic,"Wine, Liquor & Distillery Workers Union – Local 1- D",Plant Layoff
3/13/2019,Plant Closing,Instacart (at Whole Foods Market),"240 Bedford  Avenue  Brooklyn, NY 11249",(650) 549-7334,Food Services/Delivery,44,44,5/11/2019,Economic,The employees are not represented by a union.,Plant Closing
12/17/2018,Plant Closing,Celmatix Inc. (Operations Office),"14 Wall Street  New York, NY 10005",(917) 371-2506,Biotechnology company,42,42,"The remaining employment terminations have been postponed from March 4, 2019 or within the 2-week period beginning March 4, 2019 to May 1, 2019.",Economic,The employees are not represented by a union.,Plant Closing
1/29/2019,Plant Unit Closing,Concentrix CVG Corporation,"(Formerly Convergys Corporation) 146 Arsenal Street  Watertown, NY 13601",(513) 592-6050,"Inbound Call Center; Customer Service, Technical Support",81,540,Separations have been postponed from 4/30/2019 to 5/31/2019.,Loss of Contract,The employees are not represented by a union.,Plant Unit Closing
3/13/2019,Plant Closing,Centerplate,"(at the Jacob K. Javits Convention Center)  655 W 34th St.  New York, NY 10001",(212) 216-2613,Food Services,273,273,6/15/2019,Contract loss,UNITEHERE Local 100,Plant Closing
2/21/2019,Plant Closing,"Kiss Products, Inc.","(Production Team)  3 Seaview Blvd  Port Washington, NY 11050",(516) 625-9292,"Fingernails, Artificial business",55,419,"Separation will occur May 22, 2019 or within fourteen (14) days thereafter.",Moving warehouse functions to New Jersey,The employees are not represented by a union.,Plant Closing
3/8/2019,Plant Closing,"Macy's Systems and Technology, Inc.","(Field Services Operational Unit)  1701 Sunrise Hwy.  Bay Shore, NY 11706",(678) 474-3281,"Engages in creating, gathering, and directing pieces of data to form management tools",1,57,"Separations are scheduled to occur between June 9, 2019 and June 22, 2019.",Economic,The employees are not represented by a union.,Plant Closing
2/27/2019,Plant Layoff,"Goldman, Sachs & Co. LLC","200 West Street  New York, NY 10282",(212) 357-2191,Global investment banking,65,9323,5/20/2019 through 6/30/2019,Economic,The employees are not represented by a union.,Plant Layoff
2/21/2019,Plant Closing,"Ivy Enterprises, Inc.","(Production Team)  3 Seaview Blvd  Port Washington, NY 11050",(516) 625-9292,"Fingernails, Artificial business",4,161,"Separation will occur May 22, 2019 or within fourteen (14) days thereafter.",Moving warehouse functions to New Jersey,The employees are not represented by a union.,Plant Closing
3/6/2019,Plant Closing,"Calvin Klein, Inc. (Corporate Office)","205 West 39th Street  New York, NY 10018",(212) 292-9785,Clothing Retail store,38,38,"All but two affected employees separated on March 6, 2019. The two remaining affected employees are expected to separate during the period beginning June 3, 2019 and ending June 15, 2019.",Economic,The employees are not represented by a union.,Plant Unit Closing
3/4/2019,Plant Closing,"SC & BP Services, Inc.","(Texcare site)  1064 62nd Street  Brooklyn, NY 11219",(908) 912-2700 Ext,Self-service laundries,55,55,"June 2, 2019",Economic,UFCW Local 312,Plant Closing
2/28/2019,Plant Closing,Kuni's Corporation d/b/a Ikinari Steak,"96 8th Avenue  New York, NY 10011",(646) 692-9301,Restaurant,5,5,5/31/2019,Economic,The employees are not represented by a union.,Plant Closing
3/4/2019,Possible Plant Closing,General Dynamics Information Technology," 9th Street Middle, Building 990   Fort Drum, NY 13602",(571) 446-4058,Restaurant,5,5,5/31/2019,Economic,The employees are not represented by a union.,Possible Plant  Closing
3/4/2019,Plant Closing,"Aramark Educational Services, LLC","(at Clarkson University)  10 Clarkson Avenue  Potsdam, NY 13699",(619) 777-3596,"Provides food service, facilities and uniform services to hospitals, universities, school districts, stadiums and other businesses",193,193,6/3/2019,Loss of Contract with Clarkson University,SEIU Local 200 United,Plant Closing
12/5/2018,Plant Closing,"New Era Cap Co., Inc.","8061 Erie Road  Derby, NY 14047",(716) 604-9000 Ext. 1419,"Manufactures headwear, apparel, and accessories for men, women, youth, and kids",216,216,"Employees will be separated during the 14-day period of March 15, 2019 through March 29, 2019.  
The expected separation for 24 employees will occur during the 14-day period between 5/24/2019 and 6/7/2019.",Economic,"Local 14177, Communications Workers of America",Plant Closing
2/27/2019,Plant Closing,"Maryhaven Center of Hope, Inc. (Vocational Rehabilitation and Day Habilitation Transportation Services Dept.)","51 Terryville Road  Port Jefferson Station, NY 11776",(631) 474-4100,Vocational Rehabilitation and Day Habilitation Transportation Services Dept.,75,75,"All separations from employment will occur between June 1, 2019 and June 14, 2019.",Acquisition by Suffolk Transportation,The employees are not represented by a union.,Plant Closing
