notice_date,reason,company,address,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
5/12/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1758,Photographic equipment and supplies,1,-----,8/9/2015,Economic,Bumping rights  do not exist.,Plant Layoff
5/12/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(315) 366-3708,Bank - Back office,61,61,to  occur between 7/17/2015 and 7/30/2015,Merger,Employees are  not represented by a union and there are no bumping rights for affected  employees.,Plant Layoff
3/31/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 408-1566,Bible society,30-35,30-35,6/30/2015 – 12/31/2015,"Relocation to Philadelphia, PA",The affected workers are not represented by a union.,Plant Closing
5/7/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(612) 904-6191,Railroad,165,165,8/15/2015,Sale of Business,"International  Brotherhood of Electrical Workers, National Conference of Fireman & Oilers,  Allied Services Division - Police, Brotherhood of Railway Carmen, BMWED-IBT,  ARASA/TCU/IAM Mechanical, United Transportation Union, Yardmaster Department,  IAMAW, UTU-SMART, American Railway & Airway Supervisors Association –  Engineering Division, Brotherhood of Locomotive Engineers & Trainmen,  Brotherhood of Railroad Signalmen",Plant Closing
5/8/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 531-9247,Wholesale  Automobile Parts and Supplies Warehouse,33,33,First layoff is expected to occur on 8/9/2015 or  within the 14 day period starting on this date,Economic,"International Brotherhood of Teamsters, Teamsters Local 449",Plant Closing
4/30/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(303) 824-4181,Electronic Contractors,93,-----,to  occur between 6/26/2015 and 3/31/2017,Relocation of some of the facility’s operations to  Colorado,There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
12/9/2014,Plant  Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(303) 824-4186,Electronics warehouse,45,45,To occur between 3/9/2015 and  9/30/2015,"Warehouse operations will be relocated to  a sight in Phoenix, Arizona","No union  represents the affected employees, nor do they have bumping rights.",Plant Unit Closing
5/8/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 665-2225,Laundry Service,95,-----,8/7/2015,Economic,Laundry Distribution and Food Service Joint Board,Plant Layoff
5/7/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 640-6289,Food Services,386,386,To  occur between 5/13/2015 and 6/30/2015,Loss of Contract,Local 1102 RWDSU UFCW,Plant Closing
2/2/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 235-5888,Transportation,149,-----,5/31/2015,Economic,"Transport Workers  Union of America, Local 225",Plant Layoff
12/8/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 559-0529,Mental Health Clinic,46,46,-----,New entity to take over operations of all sites,There are no bumping rights.  Affected employees are not represented by a union.,Plant Closing
4/30/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,4,-----,7/28/2015,Economic,Bumping rights do not exist.,Plant Layoff
4/1/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 270-6302,Financial,92,92,6/30/2015,Economic,Affected  employees are not represented by a union and bumping rights do not exist.,Plant Unit Closing
5/1/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(631) 200-7459,Vitamins and Food Supplements,214,214,To  occur between 7/31/2015 and 10/2/2015,"Transfer of business to Nellson Nutraceutical, LLC in  Irwindale, CA",There are no  bumping rights and the affected employees are not represented by any union.,Plant Closing
1/12/2015,Plant Closing/Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(631) 563-6262,Parbake facility for baked goods,43,43,6/1/2015,Economic,There are no  bumping rights and the affected employees are not represented by a union.,Plant Closing
5/4/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(847) 946-7170,Air Traffic Control Optimum Training Solution,33,33,7/9/2015,ATCOTS contract awarded to SAIC,Employees do  not have bumping rights.,Plant Closing
2/6/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(631) 465-6457,Home Support Services,40,40,-----,Sale  of CHS Home Support Services to Continued Care  of L.I. Inc.,None of the  affected employees are represented by a union or will have “bumping” rights to  other positions.,Plant Closing
5/5/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(516) 870-3094,Food Distributor,32,-----,to occur between 8/5/2015 and 8/21/2015,Consolidating operations,Employees are  not represented by a union and there are no bumping rights at this facility.,Plant Layoff
3/5/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 991-5287,Private Collection Agency,172,-----,"To  occur between 3/5/2015 and 
5/7/2015
 or within  14-days of these dates",Termination of Contract with Department of Education,There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
5/5/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 554-7800,Leasing company,29,29,7/31/2015,"Certain  departments will relocate to Jersey City, NY & Albany, NY",There are no  bumping rights.,Plant Closing
2/27/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(412) 234-8952,Financial,50,50,layoffs extended until 8/3/2015,Economic,The affected  employees are not represented by a union or any other collective bargaining  representative.,Plant Closing
5/1/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(908) 835-0420,Operations and Maintenance,39,39,7/31/2015 or within two weeks thereafter,Economic,IUOE Local 832 Operating Engineers,Plant Closing
10/31/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 609-7221,Beverage Distributor,499,499,-----,Integration  between Windmill and Manhattan Beer resulting in the closing of Windmill.,Teamsters Local 812,Plant Closing
5/1/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 609-7880,Headstart Program,48,48,7/31/2015,Transfer of program to Child Development Institute,1199 SEIU United Healthcare Workers East,Plant Closing
5/1/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 722-6181,Developmental Disabilities Program,719,719 – for all sites listed below,8/1/2015,Terminating Sponsorship,"District Council 1707, UFCW Local 888",Plant Closing
4/30/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(303) 824-4181,Electronic Contractors,135,-----,to  occur between 6/26/2015 and 3/31/2017,Relocation of some of the facility’s operations to  Colorado,There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
4/21/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 609-7880,Visiting Nurse Service,11,-----,7/20/2015,Economic,"1199 SEIU  United Healthcare Workers East 
and United Federation of Teachers",Plant Layoff
4/30/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(219) 853-6108,Steel Bar Manufacturer,49,49,7/31/2015,Economic,None of the company’s affected employees are unionized.,Plant Closing
4/30/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(847) 928-5839,Corporate Trucking & Cross Dock Operations,35,35,7/29/2015,Outsourcing  Corporate Trucking & Cross Dock Operations,"Workers United   Rochester Regional Joint Board, Local 14A",Plant Unit Closing
4/30/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 457-9430,Magazine & Journal Publishing and Marketing,61,-----,To  occur in phases between 7/31/2015 and 9/30/2015,Economic,No bumping  rights exist.,Plant Layoff
4/30/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 407-5246,Apparel,85,85,To  occur between 6/1/2015 and 8/1/2015,Economic,-----,Plant Closing
4/29/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 729-9000,Importers & Manufacturers of Specialty Foods,No,70,-----,"Relocation of operations to 1734 Bathgate Avenue, Bronx NY 10457",Employees will  not bump or displace other employees in order to remain employed with the  company.,Plant Closing
4/27/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 453-4642,Instrument Manufacturing Operations,105,1000,7/26/2015,Transitioning operations to Nypro Inc.,Bumping  rights are not available.,Plant Unit Closing
4/30/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(847) 928-5839,Corporate Trucking & Cross Dock Operations,35,-----,7/29/2015,Economic,"Workers United Rochester Regional Joint Board, Local 14A",Plant Layoff
4/23/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(630) 210-2724,Transportation,142,142,7/23/2015,Contract with City of Rochester School not renewed,"United Food & Commercial Workers International Union, CLC",Plant Closing
4/24/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(518) 694-5550,Middle School,37,37,7/22/2015,Economic,Bumping rights for affected employees do not exist and employees are not represented by  a union.,Plant Closing
2/27/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 554-6040,Hotel,198,198,on or about 4/26/2015,Foreclosure-possible sale,New York Hotel & Motel Trades Council,Plant Closing
2/27/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 554-6040,Hotel,198,198,on or about 4/26/2015,Sale to Interstate,New York Hotel & Motel Trades Council,Plant Closing
4/24/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 337-5957,"Publisher of digital books, hard cover books,  journals, educations",67,190,7/31/2015 or within the 14 day period thereafter,Economic,None of the  employees are unionized and there are no provisions regarding bumping rights.,Plant Layoff
4/20/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 864-7377,Plating on Plastics,95,95,To  occur between 2/27/2015 and 3/31/2015,Economic,IUE/CWA 81319,Plant Closing
3/26/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 932-1500 Ext 132,School  Bus Transportation,207,"207 - 
(147 affected in Kings County, 60 affected in Queens  County)",-----,Economic,Bumping rights  do not exist.,Plant Closing
4/27/2015,Plant  Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 400-1642,Financial Consultants,28,28,7/27/2015,Economic,Bumping rights  do not exist.,Plant Unit Closing
4/21/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 609-7880,Visiting Nurse Service,5,-----,7/20/2015,Economic,1199 SEIU United Healthcare Workers East,Plant Layoff
4/23/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(412) 349-2691,Developing and Manufacturing - Clean Energy Systems,41,-----,to occur between 7/1/2015 and 12/31/2015,Economic,Employees are not represented by a union and do not have bumping rights.,Plant Layoff
4/21/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 609-7880,Visiting Nurse Service,11,-----,7/20/2015,Economic,1199 SEIU United Healthcare Workers East,Plant Layoff
4/16/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(315) 829-6316,Cheese Plant - cut and wrap,53,53,"To occur in phases between 
7/15/2015
 and 9/1/2015",Economic,"The employees  are not represented by a union, and do not have any bumping rights.",Plant Closing
4/9/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,21,-----,7/7/2015,Economic,Bumping rights  do not exist.,Plant Layoff
4/22/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 722-6181,Early Childhood Education,23,23,7/17/2015,Economic,"Local 205, District Council 1707, AFSCME",Plant Closing
4/14/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and Supplies,1,-----,7/12/2015,Economic,The affected  workers are not represented by a union.,Plant Layoff
4/17/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(518) 860-0701,Transportation,62,62,7/1/2015,Economic,Employees are  not represented by a labor organization.,Plant Closing
10/31/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 609-7221,Beverage Distributor,499,499,-----,Integration  between Windmill and Manhattan Beer resulting in the closing of Windmill.,Teamsters Local 812,Plant Closing
4/16/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(201) 553-4975,Food products,57,57,7/16/2015,Economic,"United Food & Commercial Workers, Local 888",Plant Closing
4/16/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(315) 282-6296,Air conditioning manufacturing,1,310,(6th phase) layoff will occur on or around 7/15/2015,Economic,"United Steelworkers, Local 32",Plant Closing
1/28/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(914) 530-2350,Recycling Facility,27,27,to occur  between 6/15/2015 - 6/30/2015,"Relocation of  operations to Kearny, NJ site","There is no  union that represents employees and no provision for transfer, bumping, or  reassignment of employees.",Plant Closing
4/16/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(315) 829-6316,Cheese Plant - cut and wrap,53,53,To  occur in phases between 6/26/2015 and 9/1/2015,Economic,"The employees  are not represented by a union, and do not have any bumping rights.",Plant Closing
4/13/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(914) 949-0178,High School,48,48,8/31/2015,Economic,There is no  union.,Plant Closing
4/13/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(516) 794-9300,Sports arena,2540,2540 - 40 full time and 2500 part time  employees,7/17/2015 or within 14 days thereafter,Refurbishing facility,Bumping rights  do not exist.,Plant Closing
4/9/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 209-5500 Ext 6398,Transportation,100,100,6/26/2015,Loss of Contract with NYC,"Transportation  Workers Union of Greater New York, AFL-CIO Local 100",Plant Closing
4/8/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 286-8397,Food Services,167,167,6/1/2015,Loss of contract,UFCW District Union Local One,Plant Closing
4/10/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 894-3494   Ext 12,Bakery,75,75,7/10/2015,"Relocation of operations to Burlington, NJ","Bakery, Confectionary, Tobacco and Grain Millers  International Union, AFL-CIO, Local 53",Plant Closing
4/9/2015,"Plant  
Unit
 Closing",Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 284-2070,Brokerage and Clearing services,120,120,to occur  between 7/8/2015 and 4/8/2016,Economic,Bumping  rights are not recognized.  The affected  employees are not represented by any union.,"Plant 
Unit
 Closing"
9/5/2014,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(314) 493-7110,Commercial Packaging Operations-Pharmaceuticals,446,----,90 days from the date of notice,Purchased by Actavis – relocation of most of its operations to New Jersey,Affected employees are not represented by a union.,Plant Layoff
4/9/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 284-2070,Brokerage and Clearing services,120,120,to occur between 7/8/2015 and 4/8/2016,Economic,Bumping rights are not recognized.  The affected employees are not represented by any union.,Plant Closing
4/6/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 846-1191,Subscription Television Services,18,------,to occur between 6/29/2015 - 7/1/2015,Restructuring,There will not be any bumping rights for the affected employees.   The affected employees are not represented by any union.,Plant Layoff
4/7/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(847) 286-2500,Retail Store and Auto Center,109,109,on  or about 7/5/2015,Economic,No union organization at this facility and there are no applicable bumping or transfer  rights.,Plant Closing
9/25/2014,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(717) 664-8239,Custom Polyurethane Products,60,60,layoffs will occur between 1/1/2015 and 4/30/2015,Economic,"Teamsters 449 - 
No union presence after 1/1/2015",Plant Closing
3/30/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and Supplies,2,-----,6/27/2015,Economic,The affected  workers are not represented by a union.,Plant Layoff
3/31/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(914) 964-4722,Skilled Nursing Facility,226,226,7/1/2015 or within 14 days thereafter,Sale of Business,"1199 SEIU, Local 30",Plant Closing
12/8/2014,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 559-0529,Mental Health Clinic,46,46,-----,New entity to take over operations of all  sites,There are no  bumping rights.  Affected employees are  not represented by a union.,Plant Closing
4/1/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 430-2541,Medical School,1546,1546,7/1/2015 or within 14 days thereafter,COM will take operational control as of 7/1/2015,"1199 SEIU, NYSNA, APTA",Plant Closing
3/26/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 932-1500 Ext 132,School  Bus Transportation,207,207,-----,Economic,Bumping rights  do not exist.,Plant Closing
12/8/2014,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 559-0529,Mental Health Clinic,46,46,-----,New entity to take over operations of all  sites,There are no bumping rights. Affected employees are  not represented by a union.,Plant Closing
4/1/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(516) 671-1253,Men's Shelter,34,34,7/1/2015,Transition of services to another agency,There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
1/6/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 951-7037,Health Center - Long Term Care Unit,63,63,to occur between 6/5/2015 and 6/18/2015,Sale of the facility,1199 SEIU United Healthcare Workers East,Plant Unit Closing
4/1/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 430-2541,Medical School,1512,1512,7/1/2015 or  within 14 days thereafter,COM will take operational control as of 7/1/2015,"1199 SEIU, NYSNA, APTA",Plant Closing
4/1/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 430-2541,Medical School,1308,1308,6/30/2015 or within 14 days thereafter,COM will take operational control as of 7/1/2015,"1199 SEIU, NYSNA, APTA",Plant Closing
9/5/2014,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(314) 493-7110,Commercial Packaging Operations-Pharmaceuticals,414,----,90 days  from the date of notice,Purchased  by Actavis – relocation of most of its operations to New Jersey,Affected  employees are not represented by a union.,Plant Layoff
3/25/2013,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 780-1500,Medical Center,61,111,"Postponed  to occur between 
4/30/2015  and 7/13/2015.",Economic,"1199 SEIU United Healthcare Workers East, New York  State Nurses Association, Local 30 & 30 A-B-C-D of the International Union  of Operating Engineers, and Special and Superior Officers Benevolent  Association",Plant Closing
4/1/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(631) 273-8800 Ext 4216,Decorative Fabric Designers,64,-----,To occur  on 7/1/2015 or the 14-day period commencing on that  date.,"Relocation to Morganton, NC facility",Bumping  rights do not exist.,Plant Layoff
4/1/2015,Plant Unit Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 270-6302,Financial,91,91,6/30/2015,Economic,Affected  employees are not represented by a union and bumping rights do not exist.,Plant Unit Closing
3/30/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 302-8800,Educational Support Services,32,110,7/1/2015,Loss of  a New York City Department of Education contract,The affected  workers are neither unionized nor impacted by bumping rights.,Plant Layoff
3/24/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212)  369-8900 ext. 6201,Homeless shelter facility,39,39,6/30/2015,The Department of Homeless Services awarded  the contract for the Keener General Population Shelter to another service  provider.,Affected  workers are not represented by a union.,Plant Closing
3/9/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 818-2438,Security Guard Services for RUMC,31,-----,6/9/2015,"Outsourcing security guard services to  AlliedBarton Security Services.
Agreement between Allied Barton and Richmond University Medical Center has been terminated and as a result  there is no outsourcing or layoff planned.",There are no  bumping rights and the affected employees are not represented by a union.,Plant Layoff
3/31/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 408-1566,Bible society,16,35,6/30/2015 – 7/13/2015,"Relocation to Philadelphia, PA",The affected workers are not represented by a union.,Plant Closing
3/31/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(954) 798-5261,Institutional pharmacy that provides medications to residents of skilled nursing facilities.,65,65,5/31/2015,Sale of company,Amalgamated Local  Union No. 298,Plant Closing
8/19/2013,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(845) 778-6232,Manufacturer of steam specialty & fluid control  devices,52,91,Layoffs were extended for 4 remaining  workers to occur on 5/31/2015,Economic,International  Association of Machinist and Aerospace Workers Union (IAM),Plant Layoff
3/26/2015,Possible Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 704-2575,"Supplier of passenger, security and ground services  for Etihad",122,122,5/31/2015,Possible loss of contract with Etihad,The affected  workers are not represented by a union.,Possible Plant Closing
3/25/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(518) 365-4670,Food Services,193,193,6/1/2015,Loss of contract to AVI Food Systems,The affected workers are not represented by a union.,Plant Closing
3/27/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 738-7373,Transportation  Services,29,"(2,733  affected for all transportation services sites listed)",6/26/2015,Non-renewal of contract with New York City  Department of Education,"Amalgamated  Transit Union, Local 1181-1061, AFL-CIO and   Local Union No. 91, United Crafts and Industrial Union",Plant Closing
3/17/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 852-0286,Transportation,350,350,6/30/2015,Loss of Contract with NYS Department of Education,Teamsters Local 553,Plant Closing
3/11/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 846-1191,Subscription Television Services,240,------,to occur  between 6/9/2015 and 7/1/2015,Restructuring,There will  not be any bumping rights for the affected employees. The affected employees are not represented by any union.,Plant Layoff
3/25/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 299-4915,Transportation services,60,60,3/25/2015,Economic  - Sale of company's assets,"Local 621, UCTIE",Plant Closing
3/24/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and Supplies,2,-----,6/21/2015,Economic,The affected  workers are not represented by a union.,Plant Layoff
3/27/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(347) 916-0333 ext. 4246,School,73,73,6/24/2015,Economic,None of the  affected workers are represented by a union.,Plant Closing
3/26/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 373-8930,Transportation services,349,349,6/30/2015,Non renewal of contract with New York City Department of  Education,Division 1181 A.T.U.,Plant Closing
3/26/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 984-8077,Transportation services,519,519  (Total affected for all three sites is 991),6/26/2015,Non renewal of contract with New York City Department of  Education.,Local 1181 A.T.U.,Plant Closing
3/27/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 270-7362,Chase Mortgage Banking,390,390,6/24/2015,Economic,"The employees affected are not represneted by a union, and bumping rights do not exist.",Plant Closing
2/2/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 235-5888,Transportation,149,-----,5/2/2015,Economic,"Transport Workers Union of America, Local 225",Plant Layoff
3/20/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(315) 432-3681,Warehouse – Performance Parts Group,58,76 (18 employees will be allowed to bump  into positions within the company on site),To  occur between 7/1/2015 and 3/31/2016,Relocation,Sheet Metal Workers International Local 58,Plant Closing
3/17/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 852-0286,Transportation,60,60,6/30/2015,Loss of Contract with NYS DOE,Local 91,Plant Closing
3/17/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(718) 852-0286,Transportation,341,341,6/30/2015,Loss of Contract with NYS DOE,Teamsters Local 553,Plant Closing
3/20/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 529-5252,Social Services Organization,34,34,6/30/2015,Economic,International Union of Journeymen and Allied Trades  Local 726,Plant Closing
3/9/2015,Plant Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(315) 282-6296,Air conditioning manufacturing,2,-----,(4th phase) layoffs will occur on or around 7/1/2015,Economic,"United Steelworkers, Local 32",Plant Closing
3/19/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(585) 781-1896,Photographic equipment and supplies,1,-----,6/16/2015,Economic,Bumping rights  do not exist.,Plant Layoff
3/23/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(516) 739-1270  Ext 203,Nursing Services,93,93,to  occur between 3/23/2015 and 6/30/2015,Economic,No union affiliation.,Plant Closing
3/20/2014,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(716) 673-8265,Manufacturing plant,395,395,"To  occur between 10/3/2014 and 
7/2/2015
 or within 14  days following for a few employees left on site to wind down operations",Economic,National  Conference Firemen & Oilers District of Local  32 BJ/S.E.I.U.,Plant Closing
3/11/2015,Plant  Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 846-1191,Subscription Television Services,236,------,to occur  between 6/9/2015 and 7/1/2015,Restructuring,There will  not be any bumping rights for the affected employees. The affected employees are not represented by  any union.,Plant Layoff
3/18/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(914) 989-7876,Home Health Care Services,72,72,To  occur between 6/16/2015 and 6/30/2015,Cessation of management services to Licensed Home Care Services Agency,1199 SEIU,Plant Closing
3/17/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(949) 219-3730,Investment advisors,43,43,to occur  between 6/16/2015 and 6/30/2015,Sale of company,There are no  bumping rights.  The affected employees  are not represented by a union.,Plant Closing
3/11/2015,Plant Layoff,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(212) 846-1191,Subscription Television Services,264,------,to occur between 6/9/2015 and 7/1/2015,Restructuring,There will not be any bumping rights for the affected employees.   The affected employees are not represented by any union.,Plant Layoff
3/17/2015,Plant  Closing,Eastman Kodak Company (Kodak  Office)," Rochester, NY  14650",(949) 219-3730,Investment advisors,24,24,to occur  between 6/16/2015 and 6/30/2015,Sale of company,There are no  bumping rights.  The affected employees  are not represented by a union.,Plant Closing
